FAHRPLAN_ANLAUFPUNKT_UID;FAHRPLAN_UID;FAHRPLAN_ID;LKW_KENNZEICHEN;ANLAUFPUNKT_SEQUENZNUMMER;ALP_IST_ERSTER_ALP;ALP_IST_LETZTER_ALP;ANLAUFPUNKT_UID;ANLAUFPUNKT_NAME;ANLAUFPUNKT_HALTESTELLE;ANLAUFPUNKT_SPUR;ANLAUFPUNKT_LAGERBEREICH;FP_ZEITPUNKT_ERSTELLUNG;ALP_ZEITPUNKT_BEREITMELDUNG;ALP_ZEITPUNKT_ERFUELLUNG;FP_ZEITPUNKT_GATEOUT;FP_DAUER_GATEIN_ERSTER_ALP_SEK;ALP_DAUER_ABFERTIGUNG_SEK;ALP_DAUER_NAECHSTER_ALP_SEK;FP_DAUER_LETZT_ALP_GATEOUT_SEK;FP_DAUER_GATEIN_GATEOUT_SEK;LETZTE_AKTUALISIERUNG;FAHRPLAN_HALTESTELLEN_LISTE;ANLAUFPUNKT_AUFTRAG_LISTE;ANLAUFPUNKT_ANZAHL_CONTAINER;TruckVisitGkey;container_id
TP_16027572604_TPS_19514392604;TP_16027572604;234868;4311bd40bf75fede436b457f65f6dcbc861b8345d1e8f92a67381ade82868524;2,03E+28;0;1;TPS_19514392604;HO2.28;HO2;28.0;VC;2026-04-28 00:44:00;2026-04-28 01:30:00;2026-04-28 01:40:00;2026-04-28 02:05:00;;568.0;;1503.0;4859.0;28.04.2026 03:06;HO2, LL, T17;a14e3106-428a-11f1-a24b-efc370e9a0cd;1;2102827816;
TP_16028262604_20260428025941000000025010485;TP_16028262604;229442;59f20fb55a41d4a2911915d7460c1ed2a5b6badbab7d676470b71ce3615925b9;2,03E+28;1;1;2,03E+28;LL;LL;;Leerlager;2026-04-28 02:48:00;2026-04-28 02:55:00;2026-04-28 02:59:00;2026-04-28 03:03:00;398.0;244.0;;234.0;876.0;28.04.2026 04:05;LL;2692cefa-429d-11f1-a720-d38947571cde;1;;
TP_16029682604_TPS_19516202604;TP_16029682604;440026;99dc6e112c8de7219ecf3bfb13978474a8db9f8a2ada1012dbc33308767034a9;2,03E+28;0;1;TPS_19516202604;HO2.27;HO2;27.0;VC;2026-04-28 03:49:00;2026-04-28 04:26:00;2026-04-28 04:31:00;2026-04-28 04:39:00;;320.0;;451.0;2969.0;28.04.2026 05:35;HO2, T17;075803d2-42a9-11f1-90a8-97173b3f99cd;1;2103085064;
TP_16033882604_TPS_19526012604;TP_16033882604;391489;a7be530086c26e1d0d910f61aaa1d245b4d2856b737cfd96a8e960b29c54307f;2,03E+28;1;1;TPS_19526012604;T23.03.01;T23;3.0;RMG;2026-04-28 10:34:00;2026-04-28 10:41:00;2026-04-28 11:04:00;2026-04-28 11:13:00;406.0;1352.0;;528.0;2286.0;28.04.2026 12:05;T23;24bb6e80-42dd-11f1-b9eb-bfb84e13eea2;1;;
TP_16034572604_TPS_19525282604;TP_16034572604;246967;5f44b32297bcc41d0b953f747e26ec2d286bf81b1ecfb4a0e401f28f5d47e429;2,03E+28;1;1;TPS_19525282604;T24.03.01;T24;3.0;RMG;2026-04-28 08:10:00;2026-04-28 08:14:00;2026-04-28 08:20:00;2026-04-28 08:26:00;229.0;360.0;;348.0;937.0;28.04.2026 09:06;T24;06f0ff78-42c9-11f1-b6cf-ff9bfc9c62d0;1;;
TP_16036872604_TPS_19531662604;TP_16036872604;848391;18f5d277a1cde3d320a51f88c327b731f3798ec63d1e90199a6a90088b8aa376;2,03E+28;0;1;TPS_19531662604;T17.02.01;T17;2.0;RMG;2026-04-28 10:40:00;2026-04-28 11:08:00;2026-04-28 11:28:00;2026-04-28 11:37:00;;1192.0;;539.0;3400.0;28.04.2026 12:35;LL, T17;fb69913c-42dd-11f1-bdcb-9b0f076aa109;1;;
TP_16036872604_20260428110154000000025024051;TP_16036872604;848391;18f5d277a1cde3d320a51f88c327b731f3798ec63d1e90199a6a90088b8aa376;2,03E+28;1;0;2,03E+28;LL;LL;;Leerlager;2026-04-28 10:40:00;2026-04-28 10:48:00;2026-04-28 11:01:00;2026-04-28 11:37:00;461.0;794.0;414.0;;;28.04.2026 12:35;LL, T17;c1cd2374-42e0-11f1-9ef9-7bcf255fb221;1;;
TP_16037422604_20260428090806000000025023769;TP_16037422604;979748;a2db2a06fce2042b77923a09052c77031fed3c46a02f797744813921159b3619;2,03E+28;1;0;2,03E+28;LL;LL;;Leerlager;2026-04-28 08:39:00;2026-04-28 08:51:00;2026-04-28 09:08:00;2026-04-28 09:40:00;678.0;1014.0;299.0;;;28.04.2026 10:35;LL, T14;2dc4518f-42cf-11f1-9ef9-7bcf255fb221;1;2103434170;
TP_16037522604_TPS_19525512604;TP_16037522604;772992;3217c5a335c604be1733cabd43f8a4980ba0a681ba8e76750054e0efccb1d640;2,03E+28;1;1;TPS_19525512604;T20.01.01;T20;1.0;RMG;2026-04-28 09:18:00;2026-04-28 09:24:00;2026-04-28 09:34:00;2026-04-28 09:41:00;331.0;608.0;;405.0;1344.0;28.04.2026 10:35;T20;86f1ab88-42d2-11f1-bfc9-f701c815266f;1;;
TP_16037852604_TPS_19531802604;TP_16037852604;235014;fa7f0346ce6effb99dcd1664e7ebaf33f89138d2800031406a9b91eb7d38b78d;2,03E+28;1;1;TPS_19531802604;T14.04.01;T14;4.0;RMG;2026-04-28 10:45:00;2026-04-28 11:08:00;2026-04-28 11:18:00;2026-04-28 11:28:00;1393.0;592.0;;617.0;2602.0;28.04.2026 12:35;T14;99cd6f74-42de-11f1-be04-7ffb1eed2685;1;;
TP_16037862604_TPS_19531822604;TP_16037862604;541962;9319a5bd086b40ecf5eb94b67b23f82c14cf5ce7e302433a1b80000c07eb112d;2,03E+28;0;1;TPS_19531822604;T24.03.01;T24;3.0;RMG;2026-04-28 10:45:00;2026-04-28 11:11:00;2026-04-28 11:44:00;2026-04-28 11:50:00;;1984.0;;346.0;3850.0;28.04.2026 12:35;LL, T24;ae5fed04-42de-11f1-be07-f7cdf723a21a;1;;
TP_16037862604_20260428110444000000025024056;TP_16037862604;541962;9319a5bd086b40ecf5eb94b67b23f82c14cf5ce7e302433a1b80000c07eb112d;2,03E+28;1;0;2,03E+28;LL;LL;;Leerlager;2026-04-28 10:45:00;2026-04-28 10:51:00;2026-04-28 11:04:00;2026-04-28 11:50:00;315.0;810.0;395.0;;;28.04.2026 12:35;LL, T24;9cf8e29d-42e0-11f1-9ef9-7bcf255fb221;1;;
TP_16037922604_TPS_19541782604;TP_16037922604;257826;afbb4f3d41eac2f22f3d629261587075a1e25424d45e039055dec3a8acf899e2;2,03E+28;0;1;TPS_19541782604;HO2.33;HO2;33.0;VC;2026-04-28 10:47:00;2026-04-28 14:16:00;2026-04-28 14:17:00;2026-04-28 14:26:00;;60.0;;523.0;13139.0;28.04.2026 15:35;HO2, T09;05eb849e-42fc-11f1-9c73-df7c76484089;1;2104023077;
TP_16037932604_TPS_19535372604;TP_16037932604;330926;a183f3a516b7c7a685bd6dd9ec100b84eb5643f5793bfa7344cf4b56ef4f9eea;2,03E+28;0;1;TPS_19535372604;HO2.27;HO2;27.0;VC;2026-04-28 10:47:00;2026-04-28 11:19:00;2026-04-28 11:23:00;2026-04-28 11:31:00;;245.0;;503.0;2637.0;28.04.2026 12:35;HO2, T16;bf67b3b8-42e1-11f1-bbaa-9f606064ca21;1;2104095066;
TP_16038592604_TPS_19527742604;TP_16038592604;748518;f25f5b1778a093fa101b717a378c0532a60d150640cefb057a617d72a7d32a4a;2,03E+28;0;1;TPS_19527742604;HO2.33;HO2;33.0;VC;2026-04-28 08:52:00;2026-04-28 10:23:00;2026-04-28 10:30:00;2026-04-28 10:48:00;;436.0;;1102.0;6974.0;28.04.2026 11:35;HO2, T06, T25;d4487654-42ce-11f1-b1bd-d34fd9f8fb97;1;2103487980;
TP_16038642604_TPS_19527802604;TP_16038642604;284372;42c99caae47de8dbf7c6eda914f0bb4fcad63231a6af565a8b752ea09ffe127d;2,03E+28;1;1;TPS_19527802604;T08.03.01;T08;3.0;RMG;2026-04-28 08:53:00;2026-04-28 09:00:00;2026-04-28 09:04:00;2026-04-28 09:12:00;392.0;220.0;;528.0;1140.0;28.04.2026 10:05;T08;08db33b6-42cf-11f1-b1da-77f5aa553c12;1;;
TP_16038922604_TPS_19528972604;TP_16038922604;921677;669c48926ded2a5aced2eb06035a03cafb55c6038e18946be90ed2f295d26648;2,03E+28;1;1;TPS_19528972604;T17.02.01;T17;2.0;RMG;2026-04-28 09:03:00;2026-04-28 09:08:00;2026-04-28 09:10:00;2026-04-28 09:13:00;268.0;105.0;;216.0;589.0;28.04.2026 10:05;T17;6ef56c92-42d0-11f1-a098-8f4c2808f1d6;1;;
TP_16039872604_TPS_19531892604;TP_16039872604;397739;38107d0f13ecf1edf080bc434f25ca441fbcb3ff5d20be7c1c0432af40ecc37b;2,03E+28;1;1;TPS_19531892604;T17.03.01;T17;3.0;RMG;2026-04-28 11:04:00;2026-04-28 11:20:00;2026-04-28 11:42:00;2026-04-28 11:48:00;914.0;1329.0;;375.0;2618.0;28.04.2026 12:35;T17;55d3a254-42e1-11f1-bf3d-2b908e2a646a;1;;
TP_16040002604_TPS_19529222604;TP_16040002604;993913;0fcd61adf576150848bf89b0c091477eecac0782bd1ed2e32dd369376a74ba63;2,03E+28;0;1;TPS_19529222604;T13.04.01;T13;4.0;RMG;2026-04-28 11:17:00;2026-04-28 11:43:00;2026-04-28 12:01:00;2026-04-28 12:12:00;;1031.0;;712.0;3300.0;28.04.2026 13:06;LL, T13;26c4dcce-42e3-11f1-ba49-cf860181a26b;1;;
TP_16040002604_20260428113604000000025024100;TP_16040002604;993913;0fcd61adf576150848bf89b0c091477eecac0782bd1ed2e32dd369376a74ba63;2,03E+28;1;0;2,03E+28;LL;LL;;Leerlager;2026-04-28 11:17:00;2026-04-28 11:24:00;2026-04-28 11:36:00;2026-04-28 12:12:00;394.0;691.0;472.0;;;28.04.2026 13:06;LL, T13;65382126-42e4-11f1-9ef9-7bcf255fb221;1;;
TP_16040042604_TPS_19535382604;TP_16040042604;770282;73301c59509b97e70da61fce5c38677130837b8c43bfb3810bf12ebc5d8f6696;2,03E+28;0;1;TPS_19535382604;HO2.34;HO2;34.0;VC;2026-04-28 11:23:00;2026-04-28 11:51:00;2026-04-28 12:05:00;2026-04-28 12:12:00;;841.0;;449.0;2929.0;28.04.2026 13:06;HO2, T16;b823b5a6-42e7-11f1-bbc8-e3fdede9241a;1;2104320257;
TP_16041232604_TPS_19529582604;TP_16041232604;718239;0b1124c6c31c302cc811d32497475aa492e01d50bb4d29268936cf6c9e146f93;2,03E+28;1;1;TPS_19529582604;T23.02.01;T23;2.0;RMG;2026-04-28 11:46:00;2026-04-28 12:30:00;2026-04-28 13:06:00;2026-04-28 13:23:00;2636.0;2132.0;;1029.0;5797.0;28.04.2026 14:35;T23;33bc26b8-42e7-11f1-8ce1-071904f147df;1;;
TP_16042082604_TPS_19541802604;TP_16042082604;595920;c95ae8ce6425eb35e92dc81cc4b921badf0dacac6d2b82f55c8fcfda1cf21662;2,03E+28;0;1;TPS_19541802604;HO2.27;HO2;27.0;VC;2026-04-28 14:39:00;2026-04-28 15:38:00;2026-04-28 15:42:00;2026-04-28 16:16:00;;238.0;;2004.0;5793.0;28.04.2026 17:06;HO2, T12;4f9222be-4307-11f1-9e30-0777c62eff88;1;2105061909;
TP_16042192604_TPS_19545012604;TP_16042192604;931176;aa863b9f37e1cf66d4d69e253e5378de5336c4ca7974546f6dc91f720c5b15c9;2,03E+28;1;1;TPS_19545012604;T18.01.01;T18;1.0;RMG;2026-04-28 14:41:00;2026-04-28 14:52:00;2026-04-28 15:11:00;2026-04-28 15:19:00;659.0;1104.0;;492.0;2255.0;28.04.2026 16:05;T18;a6746d06-42ff-11f1-a9d2-373e34ca36a8;1;;
TP_16042822604_TPS_19532472604;TP_16042822604;286878;f4c9fa005e95554d9b45f9092a48983a46e1032e702098ccccc7c15dc6463318;2,03E+28;1;1;TPS_19532472604;T26.01.01;T26;1.0;RMG;2026-04-28 12:21:00;2026-04-28 12:27:00;2026-04-28 12:40:00;2026-04-28 12:46:00;351.0;733.0;;398.0;1482.0;28.04.2026 13:35;T26;178e43cc-42ec-11f1-aec2-d7245f47da2f;1;;
TP_16043452604_TPS_19541822604;TP_16043452604;898700;b890b314955ed9afcfe35d75a9976fcd6aef48d67edebac5d2895b8d2a559522;2,03E+28;0;1;TPS_19541822604;HO2.22;HO2;22.0;VC;2026-04-28 15:52:00;2026-04-28 16:50:00;2026-04-28 16:59:00;2026-04-28 17:05:00;;542.0;;351.0;4406.0;28.04.2026 18:05;HO2, T13;7376f39e-4311-11f1-9ede-77f7705fb0b2;1;2105292608;
TP_16043862604_TPS_19539992604;TP_16043862604;381006;a5d1712b7ff85a5d2ca6221cc6a76e75d6ec6fadf48afd5dc60ee5eb7e4c6afd;2,03E+28;0;1;TPS_19539992604;T14.02.01;T14;2.0;RMG;2026-04-28 13:08:00;2026-04-28 13:25:00;2026-04-28 14:04:00;2026-04-28 14:09:00;;2320.0;;335.0;3654.0;28.04.2026 15:06;LL, T14;a82cb516-42f2-11f1-9b24-03d0315e3781;1;;
TP_16043862604_20260428131836000000025030853;TP_16043862604;381006;a5d1712b7ff85a5d2ca6221cc6a76e75d6ec6fadf48afd5dc60ee5eb7e4c6afd;2,03E+28;1;0;2,03E+28;LL;LL;;Leerlager;2026-04-28 13:08:00;2026-04-28 13:13:00;2026-04-28 13:18:00;2026-04-28 14:09:00;290.0;287.0;422.0;;;28.04.2026 15:06;LL, T14;677e69d0-42f3-11f1-9ef9-7bcf255fb221;1;;
TP_16044922604_TPS_19541772604;TP_16044922604;898658;0acc410d582a3c51231b0a5590b176abdd055e5b9f8739b10ead786887c5816c;2,03E+28;0;1;TPS_19541772604;HO2.27;HO2;27.0;VC;2026-04-28 12:57:00;2026-04-28 13:58:00;2026-04-28 14:00:00;2026-04-28 14:11:00;;140.0;;648.0;4432.0;28.04.2026 15:06;HO2, T12;7d14edce-42f9-11f1-9c47-57542b37c9c5;1;2104667343;
TP_16045392604_TPS_19541182604;TP_16045392604;956696;918f4b576a5ef5cdbb99a2630b8977d9cfca07e92aa21c0f89029ce729568393;2,03E+28;0;1;TPS_19541182604;HO2.27;HO2;27.0;VC;2026-04-28 13:38:00;2026-04-28 14:23:00;2026-04-28 14:29:00;2026-04-28 14:36:00;;335.0;;462.0;3483.0;28.04.2026 15:35;HO2, T17;d2d35014-42f6-11f1-b86b-8bca770ebb7a;1;2104836760;
TP_16046302604_TPS_19538432604;TP_16046302604;767845;61b2848e3bce2dbbd46393a2279b1ce2c3fd3347c651d78ac023b648abd320ba;2,03E+28;0;1;TPS_19538432604;HO2.34;HO2;34.0;VC;2026-04-28 15:32:00;2026-04-28 17:06:00;2026-04-28 17:13:00;2026-04-28 17:21:00;;451.0;;427.0;6509.0;28.04.2026 18:05;HO2, T16;b6f308a2-4306-11f1-bf5a-3b931ff1c6c1;1;2105234228;
TP_16046432604_TPS_19545462604;TP_16046432604;870607;1daf09ce226591270f5fc707cce5cd7959a0f3691cf21abd262cb2cf6c416477;2,03E+28;0;1;TPS_19545462604;HO2.34;HO2;34.0;VC;2026-04-28 15:54:00;2026-04-28 16:52:00;2026-04-28 16:57:00;2026-04-28 17:06:00;;316.0;;500.0;4305.0;28.04.2026 18:05;HO2, T10;c5ed8118-4309-11f1-b254-f7da1b047746;1;2105302187;
TP_16046692604_TPS_19536982604;TP_16046692604;379249;678e388a84c405954768746e51753b28e3b44e89816553e6be2f509dc3661723;2,03E+28;0;1;TPS_19536982604;HO2.31;HO2;31.0;VC;2026-04-28 16:10:00;2026-04-28 17:48:00;2026-04-28 17:54:00;2026-04-28 18:01:00;;365.0;;434.0;6703.0;28.04.2026 19:09;HO2, T14, T21;f2b86f26-430b-11f1-b232-938e98f62918;1;2105348519;
TP_16047692604_TPS_19547582604;TP_16047692604;512347;3369c9d3708839871793c787eb2c74a0f720c055f5dc5251566133af5a31fcff;2,03E+28;1;1;TPS_19547582604;T25.01.01;T25;1.0;RMG;2026-04-28 16:46:00;2026-04-28 16:52:00;2026-04-28 17:00:00;2026-04-28 17:12:00;342.0;453.0;;722.0;1517.0;28.04.2026 18:05;T25;1cb251d4-4311-11f1-bfb7-73cb1a66f776;1;;
TP_16049702604_TPS_19537752604;TP_16049702604;767247;b29d8ea28d8c67f6961c990a24b8f65e4564c90ceace340b8051a67deb83c398;2,03E+28;1;1;TPS_19537752604;HO2.24;HO2;24.0;VC;2026-04-28 18:36:00;2026-04-28 18:50:00;2026-04-28 19:04:00;2026-04-28 19:18:00;797.0;875.0;;790.0;2462.0;28.04.2026 20:05;HO2;7aa83f06-4320-11f1-b8d6-b7c5f4c0abee,7ab05b3c-4320-11f1-b8d7-3bafae222f33;2;;
TP_16050172604_TPS_19535402604;TP_16050172604;822132;e02eb847e8c09244bfd4bc26b0535631472277a7555d551f41e8176003f69afd;2,03E+28;0;1;TPS_19535402604;HO2.25;HO2;25.0;VC;2026-04-28 17:06:00;2026-04-28 18:24:00;2026-04-28 18:27:00;2026-04-28 18:33:00;;145.0;;403.0;5226.0;28.04.2026 19:09;HO2, T17;bcf8a00a-431e-11f1-bfd9-a3b09805f26e;1;2105541049;
TP_16051332604_20260428170844000000025037759;TP_16051332604;233938;5963ee87994bf4631de68502591272b0d75089003d3f4f8da5fcf86a5aa4e462;2,03E+28;1;1;2,03E+28;LL;LL;;Leerlager;2026-04-28 16:44:00;2026-04-28 16:50:00;2026-04-28 17:08:00;2026-04-28 17:14:00;323.0;1102.0;;345.0;1770.0;28.04.2026 18:05;LL;d88e9b1f-4313-11f1-9ef9-7bcf255fb221;1;;
TP_16051762604_TPS_19537892604;TP_16051762604;420141;ee2e1f6ccbcf18d2eafb36ae891730b16ce037a048fe43f0c3c89f354e852368;2,03E+28;1;1;TPS_19537892604;T10.03.01;T10;3.0;RMG;2026-04-28 18:47:00;2026-04-28 18:53:00;2026-04-28 19:00:00;2026-04-28 19:12:00;366.0;391.0;;741.0;1498.0;28.04.2026 20:05;T10;f9fed02a-4321-11f1-ba61-4f414518a448;1;;
TP_16052062604_TPS_19545962604;TP_16052062604;299397;6b9cb785b59bc51b6614b6523eeea6406030aa77bf59c2c0f3c93d76468f182b;2,03E+28;0;0;TPS_19545962604;HO2.29;HO2;29.0;VC;2026-04-28 19:54:00;2026-04-28 20:15:00;2026-04-28 20:28:00;2026-04-28 20:42:00;;781.0;299.0;;;28.04.2026 21:10;HO2, T08, T27;4fff13be-432b-11f1-af96-0bb1f2c8de14;1;2105891024;
TP_16053212604_TPS_19553432604;TP_16053212604;594299;2479556a2f858839bedc2245651c686fa6ec7f4794feae69f3043f951ff5cb05;2,03E+28;1;1;TPS_19553432604;T20.02.01;T20;2.0;RMG;2026-04-28 20:45:00;2026-04-28 20:51:00;2026-04-28 21:10:00;2026-04-28 21:26:00;338.0;1103.0;;983.0;2424.0;28.04.2026 22:35;T20;7fc613b6-4332-11f1-9e69-bb694c2d2b77;1;;
TP_16053272604_TPS_19553522604;TP_16053272604;829881;755e7de069449b425b4678e975d421bb05acbfce3f072e8a393c287e66174da5;2,03E+28;0;1;TPS_19553522604;HO2.31;HO2;31.0;VC;2026-04-28 20:52:00;2026-04-28 21:16:00;2026-04-28 21:25:00;2026-04-28 21:32:00;;532.0;;397.0;2360.0;28.04.2026 22:35;HO2, LL, T08;778135a4-4333-11f1-9eb3-13ea1e41043e;1;2105971555;
TP_16054142604_TPS_19552422604;TP_16054142604;252293;b929904c6aa584b2ee4fa14e0a1fe923fc75ab3a16f30abfda931ea54df128aa;2,03E+28;1;1;TPS_19552422604;HO2.32;HO2;32.0;VC;2026-04-28 22:43:00;2026-04-28 22:49:00;2026-04-28 23:46:00;2026-04-28 23:52:00;347.0;3433.0;;303.0;4083.0;29.04.2026 00:35;HO2;fc55ab7a-4342-11f1-95aa-13c554c580fb;1;;
TP_16055082604_TPS_19551112604;TP_16055082604;681791;5349fdf6ae437d00b8d2da61cd58628fa723ef0fa2d694816ee27966da8029e4;2,03E+28;0;1;TPS_19551112604;HO2.29;HO2;29.0;VC;2026-04-28 21:16:00;2026-04-28 21:50:00;2026-04-28 21:57:00;2026-04-28 22:37:00;;425.0;;2367.0;4865.0;28.04.2026 23:35;HO2, LL, T20, T25;b98c0566-4336-11f1-bdd7-0bb83844d518;1;2106000835;
TP_16057732604_TPS_19555892604;TP_16057732604;928431;4d52ae7a78f037eb5557a51406f5df53e616256d21f61f21ab92ac86282c2d38;2,03E+28;1;1;TPS_19555892604;HO2.27;HO2;27.0;VC;2026-04-29 03:51:00;2026-04-29 03:57:00;2026-04-29 04:03:00;2026-04-29 04:09:00;353.0;363.0;;355.0;1071.0;29.04.2026 05:06;HO2;02fb7916-436e-11f1-b834-0fc9b92dcc41;1;;
TP_16057742604_TPS_19555912604;TP_16057742604;446237;6ae05291a7cf40fb8f7521ee528219ba194f725fd6dbc0f93a0ef81d9405e512;2,03E+28;0;1;TPS_19555912604;HO2.29;HO2;29.0;VC;2026-04-29 03:52:00;2026-04-29 04:30:00;2026-04-29 04:39:00;2026-04-29 04:48:00;;536.0;;540.0;3334.0;29.04.2026 05:35;HO2, T09;1e00c8ec-436e-11f1-b83a-1ff8291071ad;1;2106503049;
TP_16058162604_TPS_19559962604;TP_16058162604;449745;e2a0768a80fbb66a76e45c5af1861c2d454e1979c194a3e9dd4fbc9f4a2ecbcd;2,03E+28;0;1;TPS_19559962604;T08.02.01;T08;2.0;RMG;2026-04-29 06:44:00;2026-04-29 07:00:00;2026-04-29 07:04:00;2026-04-29 07:21:00;;237.0;;976.0;2171.0;29.04.2026 08:05;T08, T19;2e7a02a2-4386-11f1-9b1a-1f5c33e34eca;1;;
TP_16058162604_TPS_19559952604;TP_16058162604;449745;e2a0768a80fbb66a76e45c5af1861c2d454e1979c194a3e9dd4fbc9f4a2ecbcd;2,03E+28;1;0;TPS_19559952604;T19.02.01;T19;2.0;RMG;2026-04-29 06:44:00;2026-04-29 06:51:00;2026-04-29 06:57:00;2026-04-29 07:21:00;415.0;307.0;236.0;;;29.04.2026 08:05;T08, T19;2e6fa118-4386-11f1-9b19-9b9f8186320b;1;;
TP_16058312604_TPS_19560132604;TP_16058312604;300103;a431be14a218266b4c38bb4939e0da67654896cf94f500bac9d3b9def2886ec6;2,03E+28;1;1;TPS_19560132604;T12.03.01;T12;3.0;RMG;2026-04-29 06:47:00;2026-04-29 06:53:00;2026-04-29 07:08:00;2026-04-29 07:14:00;339.0;899.0;;337.0;1575.0;29.04.2026 08:05;T12;990cb966-4386-11f1-9b64-63f541d19bad;1;;
TP_16058432604_TPS_19541862604;TP_16058432604;514617;5d3d72d8cba48b276f47ed54dfa3f7c18870268ae1ed01d069f8a3ca5c93191f;2,03E+28;0;1;TPS_19541862604;HO2.33;HO2;33.0;VC;2026-04-29 06:51:00;2026-04-29 07:09:00;2026-04-29 07:13:00;2026-04-29 07:52:00;;233.0;;2325.0;3670.0;29.04.2026 08:35;HO2, T21;b5a0ac5c-4388-11f1-a2cb-bbc9f0a82797;1;2106705557;
TP_16058772604_TPS_19541882604;TP_16058772604;872427;318fc1bd621d3d15adcf0c359f900c195df21264cb934133b416577c3f03c63f;2,03E+28;0;1;TPS_19541882604;HO2.22;HO2;22.0;VC;2026-04-29 07:33:00;2026-04-29 07:54:00;2026-04-29 08:05:00;2026-04-29 08:11:00;;660.0;;380.0;2259.0;29.04.2026 09:06;HO2, T26;;0;2106791595;
TP_16059052604_TPS_19558622604;TP_16059052604;324135;92f38edfa3f8d9367107f9f2285ae35115376e6de2bddb97bfb379d19b9cbb5b;2,03E+28;1;1;TPS_19558622604;T23.02.01;T23;2.0;RMG;2026-04-29 05:08:00;2026-04-29 05:15:00;2026-04-29 05:41:00;2026-04-29 05:47:00;410.0;1515.0;;380.0;2305.0;29.04.2026 06:35;T23;c49b3a98-4378-11f1-a88f-fbcde915c696,c4a60be4-4378-11f1-a890-536dae1d25cd;2;;
TP_16059262604_TPS_19535462604;TP_16059262604;231530;393cad18de7b9c4abdf1e72ecacb3b97e7e7ae614a46483a11df663087cd07a6;2,03E+28;0;1;TPS_19535462604;HO2.31;HO2;31.0;VC;2026-04-29 06:11:00;2026-04-29 06:43:00;2026-04-29 06:47:00;2026-04-29 06:54:00;;248.0;;428.0;2586.0;29.04.2026 07:35;HO2, T12;e26d4f72-4385-11f1-94be-5b63b557ec73;1;2106635060;
TP_16059522604_TPS_19559512604;TP_16059522604;636637;bc323c3faec1e5fa1e631d9c4d4789416799008bd3ef48f00da46226783bf32a;2,03E+28;1;1;TPS_19559512604;T27.01.01;T27;1.0;RMG;2026-04-29 06:33:00;2026-04-29 06:56:00;2026-04-29 07:00:00;2026-04-29 07:07:00;1337.0;280.0;;385.0;2002.0;29.04.2026 08:05;T27;a4833772-4384-11f1-99ff-37f1be69f505;1;;
TP_16059862604_TPS_19561102604;TP_16059862604;632505;6798bbff2e1f01e15e4463189a89f756b823492c2ed4113408fe1d3c13574d8a;2,03E+28;0;1;TPS_19561102604;T13.03.01;T13;3.0;RMG;2026-04-29 07:20:00;2026-04-29 08:10:00;2026-04-29 08:16:00;2026-04-29 08:21:00;;329.0;;302.0;3620.0;29.04.2026 09:06;T08, T13, T18;35a68ec4-438b-11f1-b684-833244b3132f;1;;
TP_16059862604_TPS_19561092604;TP_16059862604;632505;6798bbff2e1f01e15e4463189a89f756b823492c2ed4113408fe1d3c13574d8a;2,03E+28;0;0;TPS_19561092604;T08.02.01;T08;2.0;RMG;2026-04-29 07:20:00;2026-04-29 08:03:00;2026-04-29 08:08:00;2026-04-29 08:21:00;;315.0;133.0;;;29.04.2026 09:06;T08, T13, T18;359a7602-438b-11f1-b683-67658b605449;1;;
TP_16059862604_TPS_19561082604;TP_16059862604;632505;6798bbff2e1f01e15e4463189a89f756b823492c2ed4113408fe1d3c13574d8a;2,03E+28;1;0;TPS_19561082604;T18.02.01;T18;2.0;RMG;2026-04-29 07:20:00;2026-04-29 07:42:00;2026-04-29 07:58:00;2026-04-29 08:21:00;1263.0;1006.0;272.0;;;29.04.2026 09:06;T08, T13, T18;358e79d8-438b-11f1-b682-5b6605ce5dd5;1;;
TP_16061102604_TPS_19558142604;TP_16061102604;865549;a9984c8591f49be00af7395df9d22f922592dd91ac6daf0879797d1e64386cfb;2,03E+28;0;1;TPS_19558142604;T25.01.01;T25;1.0;RMG;2026-04-29 08:48:00;2026-04-29 09:22:00;2026-04-29 09:32:00;2026-04-29 09:53:00;;630.0;;1281.0;3897.0;29.04.2026 10:35;LL, T25;80a920e2-4397-11f1-ab38-2f51c28e3643;1;;
TP_16061102604_20260429091434000000025064947;TP_16061102604;865549;a9984c8591f49be00af7395df9d22f922592dd91ac6daf0879797d1e64386cfb;2,03E+28;1;0;2,03E+28;LL;LL;;Leerlager;2026-04-29 08:48:00;2026-04-29 08:55:00;2026-04-29 09:14:00;2026-04-29 09:53:00;369.0;1166.0;451.0;;;29.04.2026 10:35;LL, T25;6cb31973-4399-11f1-9ef9-7bcf255fb221;1;;
TP_16061522604_TPS_19560682604;TP_16061522604;968683;491c7d07fb34ef40e80fbbe430db1759ba6abc5d67d1d485ed9cf6d7dcc8d0e8;2,03E+28;1;1;TPS_19560682604;HO2.27;HO2;27.0;VC;2026-04-29 08:01:00;2026-04-29 08:11:00;2026-04-29 08:53:00;2026-04-29 09:06:00;547.0;2550.0;;746.0;3843.0;29.04.2026 10:05;HO2;efd1167a-4390-11f1-aebb-23f68271ebb2,efdd3e3c-4390-11f1-aebc-478b9290b35c;2;;
